15233 58891
8674 8676 0.500000
8674 8675 0.250000
8674 8195 0.071429
8674 8675 0.250000
8674 8195 0.071429
8674 8675 0.250000
8674 8195 0.071429
8675 8676 0.500000
8675 8195 0.071429
8675 8195 0.071429
8675 8195 0.071429
8675 15175 1.000000
8675 9122 0.250000
8675 15176 0.333333
8675 15177 0.250000
8675 15178 0.200000
8677 8678 0.111111
8677 8678 0.111111
8677 8678 0.111111
8677 10577 1.000000
8677 8678 0.111111
8677 10692 0.500000
8677 8678 0.111111
8677 8678 0.111111
8677 10692 0.500000
8677 13239 0.500000
8677 8678 0.111111
8678 12602 0.500000
8678 12603 0.333333
8679 8680 0.500000
8679 8681 0.111111
8680 8681 0.111111
8680 10491 1.000000
8680 8681 0.111111
8680 10861 0.333333
8680 8681 0.111111
8682 6275 0.125000
8682 927 0.037037
8682 927 0.037037
8682 6275 0.125000
8682 927 0.037037
8682 12401 0.250000
8682 927 0.037037
8682 927 0.037037
8683 8684 0.333333
8683 8685 0.500000
8683 8686 0.333333
8684 8685 0.500000
8684 8686 0.333333
8684 4004 0.200000
8685 8686 0.333333
8687 8688 0.142857
8687 8689 0.058824
8687 10489 1.000000
8688 8689 0.058824
8690 8691 0.200000
8690 8692 0.333333
8690 8691 0.200000
8690 4394 0.200000
8691 8692 0.333333
8691 4394 0.200000
8693 1240 0.111111
8694 4944 0.090909
8695 8696 1.000000
8695 8697 0.500000
8695 8698 0.333333
8696 8697 0.500000
8696 8698 0.333333
8697 8698 0.333333
8699 5750 0.090909
8699 5750 0.090909
8700 8701 1.000000
8700 8702 0.500000
8700 8703 0.333333
8701 8702 0.500000
8701 8703 0.333333
8702 8703 0.333333
8702 5316 0.333333
8704 8705 0.500000
8706 8707 1.000000
8708 8709 1.000000
8710 8711 1.000000
8710 8712 0.500000
8711 8712 0.500000
8713 8714 0.500000
8713 8714 0.500000
8715 8716 1.000000
8715 8717 0.333333
8715 8718 0.200000
8715 8717 0.333333
8715 8718 0.200000
8716 8717 0.333333
8716 8718 0.200000
8717 8718 0.200000
8717 8718 0.200000
8719 8582 0.333333
8720 8467 0.166667
8721 8722 1.000000
8721 8723 0.500000
8722 8723 0.500000
8724 8725 0.500000
8724 8726 0.111111
8724 8727 0.055556
8724 8727 0.055556
8724 8726 0.111111
8724 8727 0.055556
8724 8726 0.111111
8724 8727 0.055556
8724 8727 0.055556
8724 8726 0.111111
8724 8727 0.055556
8725 8726 0.111111
8725 8727 0.055556
8725 8726 0.111111
8725 8724 0.111111
8725 8727 0.055556
8725 8724 0.111111
8725 8726 0.111111
8725 8727 0.055556
8725 8724 0.111111
8725 8726 0.111111
8725 8727 0.055556
8725 8724 0.111111
8725 8727 0.055556
8725 8724 0.111111
8725 8726 0.111111
8725 8727 0.055556
8725 12074 1.000000
8725 8724 0.111111
8726 8727 0.055556
8726 8724 0.111111
8726 8727 0.055556
8726 8727 0.055556
8726 8727 0.055556
8726 8725 0.500000
8726 8724 0.111111
8726 8727 0.055556
8726 8727 0.055556
8728 7639 0.250000
8728 8729 0.500000
8728 8837 0.500000
8728 8838 0.166667
8728 8838 0.166667
8728 7639 0.250000
8728 9314 0.333333
8728 8838 0.166667
8728 12211 0.500000
8728 7746 0.250000
8728 8838 0.166667
8730 4286 0.090909
8731 2616 0.111111
8731 2616 0.111111
8731 3391 0.071429
8731 2616 0.111111
8731 2616 0.111111
8734 622 0.040000
8734 621 1.000000
8734 622 0.040000
8734 1268 0.083333
8736 768 0.062500
8736 1156 0.031250
8736 7231 0.055556
8737 8738 1.000000
8739 606 0.013889
8739 606 0.013889
8739 159 0.017544
8739 606 0.013889
8739 159 0.017544
8739 6029 0.142857
8739 6030 0.111111
8739 606 0.013889
8739 159 0.017544
8739 12008 0.200000
8739 12008 0.200000
8739 12008 0.200000
8739 11648 0.250000
8739 9857 0.076923
8739 11648 0.250000
8739 11648 0.250000
8739 606 0.013889
8739 6923 0.250000
8739 11648 0.250000
8740 11998 0.071429
8740 11998 0.071429
8740 11998 0.071429
8741 8742 0.250000
8741 8743 0.500000
8742 8743 0.500000
8742 8740 0.062500
8743 7779 0.062500
8743 597 0.021277
8744 8745 0.055556
8744 88 0.013158
8744 88 0.013158
8744 8035 0.047619
8744 88 0.013158
8744 27 0.009524
8744 27 0.009524
8744 88 0.013158
8744 27 0.009524
8744 27 0.009524
8744 27 0.009524
8744 210 0.016393
8744 7019 0.062500
8744 14281 0.200000
8744 5893 0.027027
8744 2817 0.025000
8745 88 0.013158
8745 363 0.012821
8745 332 0.028571
8745 363 0.012821
8745 136 0.034483
8745 136 0.034483
8746 8747 1.000000
8746 2697 0.090909
8747 2697 0.090909
8748 2170 0.066667
8748 2170 0.066667
8749 4280 0.020408
8750 8751 0.200000
8750 8752 0.166667
8750 8751 0.200000
8750 8752 0.166667
8751 8752 0.166667
8751 8752 0.166667
8753 8754 1.000000
8755 4177 0.166667
8755 4175 0.333333
8756 8757 0.333333
8756 1282 0.038462
8756 8757 0.333333
8756 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8757 1282 0.038462
8758 5996 0.125000
8759 5896 0.100000
8760 2182 0.037037
8760 8399 0.040000
8760 359 0.009524
8760 288 0.029412
8760 288 0.029412
8760 288 0.029412
8760 12094 0.500000
8760 288 0.029412
8760 3753 0.062500
8760 288 0.029412
8760 288 0.029412
8760 6102 0.041667
8761 7493 0.090909
8761 7196 0.058824
8761 7196 0.058824
8761 7196 0.058824
8761 11889 0.125000
8762 7226 0.052632
8763 3061 0.062500
8763 3061 0.062500
8763 2385 0.083333
8764 2800 0.076923
8764 8765 0.500000
8766 8767 0.071429
8766 8767 0.071429
8766 8767 0.071429
8766 9968 0.100000
8766 8767 0.071429
8767 9968 0.100000
8768 4141 0.076923
8768 793 0.066667
8768 14891 0.500000
8768 14892 0.333333
8768 14893 0.250000
8768 14894 0.200000
8769 1675 0.055556
8769 1675 0.055556
8770 1399 0.500000
8771 111 0.016393
8772 559 0.008197
8773 4027 0.500000
8774 6987 0.125000
8774 6987 0.125000
8774 6987 0.125000
8775 1478 0.142857
8775 1478 0.142857
8775 794 0.066667
8775 11261 1.000000
8775 57 0.062500
8776 8777 1.000000
8776 8778 0.076923
8777 8778 0.076923
8779 8780 0.250000
8781 6726 0.166667
8781 8663 0.250000
8781 7809 0.076923
8782 8783 1.000000
8784 7699 1.000000
8785 8786 0.500000
8785 3338 0.111111
8786 3338 0.111111
8787 5136 0.333333
8787 3095 0.076923
8787 2879 0.031250
8787 3095 0.076923
8787 2879 0.031250
8787 3095 0.076923
8788 5150 0.250000
8788 5150 0.250000
8789 8790 0.333333
8790 2331 0.050000
8790 4377 0.142857
8791 8792 0.500000
8794 8795 1.000000
8794 8796 0.500000
8795 8796 0.500000
8798 8799 1.000000
8801 2667 1.000000
8801 2668 0.333333
8801 10015 1.000000
8801 5602 0.200000
8802 8803 0.500000
8804 5607 0.071429
8804 5607 0.071429
8804 2674 0.100000
8804 5607 0.071429
8804 12490 0.500000
8804 12491 0.333333
8804 6159 0.333333
8806 7276 0.200000
8806 8807 1.000000
8806 7276 0.200000
8806 9598 0.200000
8806 9598 0.200000
8806 9598 0.200000
8806 9598 0.200000
8806 14490 0.500000
8806 14491 0.333333
8806 9598 0.200000
8807 7276 0.200000
8808 8809 0.500000
8808 8810 0.333333
8809 8810 0.333333
8811 8812 0.500000
8811 8812 0.500000
8811 13051 1.000000
8811 13052 0.500000
8813 8814 0.142857
8813 11312 0.250000
8813 8814 0.142857
8813 11312 0.250000
8813 8814 0.142857
8815 7167 0.250000
8815 8816 0.500000
8817 11202 0.333333
8818 5624 0.083333
8818 5624 0.083333
8818 5624 0.083333
8818 5624 0.083333
8818 4003 0.200000
8818 12908 0.166667
8818 5624 0.083333
8818 4003 0.200000
8818 12908 0.166667
8819 4392 0.100000
8819 4392 0.100000
8820 2786 0.055556
8820 2787 0.028571
8821 1619 0.333333
8821 8822 0.500000
8821 1620 0.111111
8822 1620 0.111111
8823 8824 0.333333
8823 8824 0.333333
8823 8824 0.333333
8824 8823 1.000000
8825 8826 1.000000
8827 8828 0.333333
8827 8828 0.333333
8829 8830 1.000000
8831 8832 0.071429
8831 8832 0.071429
8831 8832 0.071429
8831 8832 0.071429
8831 8832 0.071429
8831 8832 0.071429
8831 9050 0.200000
8831 8228 0.055556
8831 9050 0.200000
8831 8228 0.055556
8832 8228 0.055556
8832 8228 0.055556
8832 9050 0.200000
8832 11319 0.500000
8832 8228 0.055556
8833 8834 1.000000
8833 8835 0.500000
8834 8835 0.500000
8836 8728 1.000000
8836 8837 0.500000
8836 8838 0.166667
8837 8838 0.166667
8838 7639 0.250000
8838 9314 0.333333
8838 10993 1.000000
8838 12211 0.500000
8838 7746 0.250000
8839 8840 1.000000
8841 8842 1.000000
8841 9541 0.142857
8841 9541 0.142857
8844 695 0.058824
8844 695 0.058824
8844 12953 0.333333
8846 8847 1.000000
8848 3499 0.043478
8848 3499 0.043478
8848 3492 0.026316
8848 3499 0.043478
8848 3492 0.026316
8848 3499 0.043478
8848 3492 0.026316
8849 3397 0.100000
8850 8851 0.250000
8850 3770 0.027027
8851 3770 0.027027
8851 4578 0.100000
8851 3770 0.027027
8851 3770 0.027027
8852 1447 0.500000
8854 6002 0.090909
8854 6002 0.090909
8854 555 0.050000
8854 1060 0.010989
8854 12974 0.250000
8854 1060 0.010989
8854 12974 0.250000
8854 7597 0.050000
8854 1060 0.010989
8854 12974 0.250000
8854 555 0.050000
8854 1060 0.010989
8856 6460 0.111111
8856 6460 0.111111
8856 4799 0.200000
8856 9103 0.250000
8856 6460 0.111111
8856 4047 0.071429
8856 5813 0.027778
8856 5813 0.027778
8856 4047 0.071429
8856 12944 0.333333
8856 4047 0.071429
8856 985 0.037037
8856 4047 0.071429
8856 5813 0.027778
8856 4047 0.071429
8856 9103 0.250000
8857 2362 0.041667
8857 11381 0.125000
8857 12778 0.083333
8858 5655 0.500000
8859 8860 1.000000
8859 9633 1.000000
8859 13711 1.000000
8861 3640 0.125000
8861 3640 0.125000
8861 3050 0.200000
8861 3640 0.125000
8861 3640 0.125000
8861 13548 1.000000
8861 3548 0.333333
8861 3640 0.125000
8862 6123 0.055556
8862 8863 0.111111
8862 4788 0.090909
8862 1223 0.333333
8862 4788 0.090909
8862 4788 0.090909
8862 6583 0.142857
8862 7951 0.050000
8862 3945 0.250000
8862 6583 0.142857
8862 7951 0.050000
8862 4827 0.055556
8863 11881 0.166667
8863 11881 0.166667
8864 11102 0.500000
8864 5922 0.058824
8865 7494 0.142857
8866 2170 0.066667
8867 5360 0.166667
8867 553 0.013514
8867 4582 0.025641
8867 6086 0.015625
8867 8387 0.100000
8867 8507 0.040000
8867 4582 0.025641
8867 5360 0.166667
8867 553 0.013514
8867 4582 0.025641
8867 6086 0.015625
8867 8387 0.100000
8867 8507 0.040000
8867 4582 0.025641
8867 553 0.013514
8867 8507 0.040000
8867 974 0.166667
8867 9568 0.040000
8867 1060 0.010989
8867 8855 0.125000
8867 8387 0.100000
8867 11391 0.111111
8867 1060 0.010989
8867 8387 0.100000
8867 11391 0.111111
8867 1060 0.010989
8867 553 0.013514
8868 8869 1.000000
8868 5996 0.125000
8869 5996 0.125000
8869 5996 0.125000
8869 5996 0.125000
8872 5098 0.090909
8872 5098 0.090909
8872 2748 0.028571
8872 5098 0.090909
8872 2748 0.028571
8872 5098 0.090909
8872 1515 0.200000
8872 12215 0.200000
8872 10399 0.125000
8872 2080 0.035714
8872 5098 0.090909
8872 5098 0.090909
8872 12215 0.200000
8872 10399 0.125000
8873 1434 0.250000
8873 1434 0.250000
8873 1434 0.250000
8874 546 0.125000
8874 8506 0.250000
8874 547 0.018519
8874 553 0.013514
8874 8507 0.040000
8874 6086 0.015625
8874 357 0.037037
8874 609 0.076923
8874 239 0.043478
8874 357 0.037037
8874 11052 0.500000
8874 725 0.052632
8874 499 0.200000
8874 500 0.071429
8874 725 0.052632
8874 499 0.200000
8874 14744 0.500000
8874 500 0.071429
8874 292 1.000000
8874 725 0.052632
8875 8876 1.000000
8875 5697 0.500000
8876 5697 0.500000
8877 241 1.000000
8879 8880 1.000000
8879 7956 0.035714
8879 7956 0.035714
8879 7956 0.035714
8879 7956 0.035714
8879 7956 0.035714
8880 7956 0.035714
8881 4273 0.031250
8881 4273 0.031250
8881 9839 0.333333
8881 4273 0.031250
8881 4272 0.250000
8881 4273 0.031250
8881 4272 0.250000
8881 4273 0.031250
8881 4280 0.020408
8881 4273 0.031250
8881 4272 0.250000
8881 4273 0.031250
8881 4280 0.020408
8882 8264 0.083333
8882 8264 0.083333
8883 8884 1.000000
8883 8885 0.500000
8883 1202 0.166667
8883 2626 0.035714
8883 8886 0.200000
8884 8885 0.500000
8884 1202 0.166667
8884 2626 0.035714
8884 8886 0.200000
8885 1202 0.166667
8885 2626 0.035714
8885 8886 0.200000
8885 2626 0.035714
8885 9848 0.500000
8885 1202 0.166667
8885 1202 0.166667
8885 1153 0.090909
8885 8740 0.062500
8887 9989 0.111111
8887 11366 1.000000
8887 11367 0.500000
8887 3606 0.090909
8887 8605 0.125000
8887 953 0.018519
8887 8605 0.125000
8887 953 0.018519
8887 221 0.011628
8887 8605 0.125000
8887 953 0.018519
8887 221 0.011628
8887 8605 0.125000
8887 221 0.011628
8887 8605 0.125000
8887 221 0.011628
8887 8605 0.125000
8887 221 0.011628
8887 8605 0.125000
8887 14983 0.500000
8888 2697 0.090909
8888 2697 0.090909
8889 8890 1.000000
8891 8873 0.250000
8891 1434 0.250000
8892 8893 0.045455
8892 8893 0.045455
8892 8893 0.045455
8892 772 0.062500
8892 8893 0.045455
8892 11016 0.111111
8892 8893 0.045455
8892 11016 0.111111
8892 8893 0.045455
8893 11862 0.200000
8893 11862 0.200000
8893 11862 0.200000
8895 8896 1.000000
8897 990 0.071429
8897 1656 0.021739
8897 1656 0.021739
8898 4595 0.090909
8898 3322 0.333333
8898 8899 0.037037
8898 4595 0.090909
8899 4595 0.090909
8899 11427 0.037037
8899 11428 0.035714
8899 11429 0.034483
8899 11430 0.033333
8899 11431 0.032258
8900 4476 0.500000
8900 4477 0.166667
8901 8902 0.500000
8901 8903 0.250000
8901 8904 0.166667
8901 8902 0.500000
8901 8903 0.250000
8901 8904 0.166667
8902 8903 0.250000
8902 8904 0.166667
8902 8903 0.250000
8902 8904 0.166667
8903 8904 0.166667
8903 8904 0.166667
8905 8906 1.000000
8907 7257 1.000000
8907 4481 0.125000
8907 4482 0.055556
8908 8909 0.333333
8908 9897 1.000000
8908 8909 0.333333
8910 8911 0.500000
8912 5613 1.000000
8913 8914 1.000000
8913 15041 1.000000
8916 8917 0.250000
8916 8917 0.250000
8919 3353 0.500000
8920 8921 0.333333
8920 8922 0.500000
8921 8922 0.500000
8921 7723 0.500000
8921 7724 0.100000
8921 11915 0.333333
8921 11916 0.200000
8923 8924 1.000000
8925 8926 1.000000
8925 11289 0.500000
8925 11289 0.500000
8925 13139 0.500000
8927 7301 0.142857
8927 12392 0.500000
8928 8929 1.000000
8928 8930 0.500000
8929 8930 0.500000
8933 8934 1.000000
8935 8936 1.000000
8935 8937 0.500000
8935 8938 0.333333
8936 8937 0.500000
8936 8938 0.333333
8937 8938 0.333333
8939 2915 0.200000
8940 8941 1.000000
8940 8942 0.500000
8940 8943 0.333333
8941 8942 0.500000
8941 8943 0.333333
8942 8943 0.333333
8944 4520 0.066667
8944 8945 0.333333
8944 3124 0.066667
8944 3124 0.066667
8944 10594 0.250000
8944 3124 0.066667
8944 6631 0.333333
8944 6754 0.050000
8944 2786 0.055556
8944 2786 0.055556
8945 6071 0.043478
8945 12616 1.000000
8946 8947 1.000000
8948 8949 1.000000
8950 3721 0.333333
8950 10250 0.090909
8950 10250 0.090909
8950 10250 0.090909
8950 10250 0.090909
8950 14242 0.500000
8950 14243 0.333333
8950 14244 0.250000
8950 10250 0.090909
8952 8953 1.000000
8952 8954 0.500000
8953 8954 0.500000
8955 8956 0.333333
8955 8957 0.166667
8955 8958 1.000000
8955 8956 0.333333
8955 8957 0.166667
8955 8956 0.333333
8955 8957 0.166667
8956 8957 0.166667
8956 8957 0.166667
8956 8957 0.166667
8959 8960 0.333333
8959 8961 0.500000
8959 8962 0.250000
8959 8963 0.111111
8960 8961 0.500000
8960 8962 0.250000
8960 8963 0.111111
8960 8963 0.111111
8960 14949 0.500000
8960 8963 0.111111
8961 8962 0.250000
8961 8963 0.111111
8961 8962 0.250000
8961 10494 0.500000
8962 8963 0.111111
8962 10494 0.500000
8964 8965 1.000000
8966 8967 1.000000
8966 8968 0.500000
8966 8969 0.333333
8967 8968 0.500000
8967 8969 0.333333
8968 8969 0.333333
8970 8971 1.000000
8970 8972 0.500000
8971 8972 0.500000
8973 8832 0.071429
8973 8228 0.055556
8973 8832 0.071429
8973 8228 0.055556
8974 8975 1.000000
8977 37 0.052632
8978 8979 0.250000
8978 8980 0.166667
8978 8979 0.250000
8978 8980 0.166667
8978 8415 0.500000
8979 8980 0.166667
8979 8980 0.166667
8981 2061 0.043478
8982 8983 0.333333
8983 11254 0.333333
8983 11746 0.166667
8985 8986 0.500000
8985 2603 0.034483
8985 8992 0.333333
8985 8992 0.333333
8985 2603 0.034483
8985 8992 0.333333
8986 2603 0.034483
8987 5658 0.142857
8987 7436 0.166667
8987 7436 0.166667
8987 9072 0.500000
8987 7436 0.166667
8987 7436 0.166667
8987 9198 0.250000
8987 7436 0.166667
8987 9198 0.250000
8987 9852 0.200000
8987 9853 0.500000
8987 9852 0.200000
8987 6709 0.142857
8987 9852 0.200000
8987 10388 0.333333
8987 9852 0.200000
8987 9852 0.200000
8987 6709 0.142857
8987 6709 0.142857
8987 15136 1.000000
8988 2645 0.071429
8988 6888 0.250000
8989 2962 0.111111
8989 2962 0.111111
8990 8991 0.052632
8990 8991 0.052632
8990 1017 0.100000
8990 8991 0.052632
8990 11748 1.000000
8990 1018 0.033333
8990 1018 0.033333
8990 945 0.012195
8990 8991 0.052632
8990 1032 0.013514
8991 247 0.008333
8991 1032 0.013514
8991 1032 0.013514
8991 247 0.008333
8991 413 0.043478
8991 1032 0.013514
8991 1032 0.013514
8991 8400 0.050000
8991 10070 0.083333
8991 1032 0.013514
8991 8400 0.050000
8991 10070 0.083333
8991 247 0.008333
8991 636 0.090909
8991 12679 0.500000
8991 13818 0.111111
8991 247 0.008333
8991 247 0.008333
8991 13818 0.111111
8991 1032 0.013514
8991 247 0.008333
8991 1018 0.033333
8991 247 0.008333
8994 105 0.200000
8994 6714 0.125000
8994 9083 0.250000
8994 457 0.015385
8994 9084 0.166667
8995 8996 0.250000
8995 8996 0.250000
8995 8996 0.250000
8995 8996 0.250000
8997 5562 0.333333
8997 5562 0.333333
8997 5562 0.333333
9000 6683 0.076923
9000 3683 0.017857
9001 277 0.071429
9001 277 0.071429
9001 6583 0.142857
9001 1405 0.055556
9001 277 0.071429
9001 1405 0.055556
9001 7571 0.076923
9001 310 0.037037
9001 1954 0.055556
9001 1405 0.055556
9001 2526 0.037037
9001 2807 0.017544
9001 1954 0.055556
9001 1405 0.055556
9001 2526 0.037037
9001 2807 0.017544
9001 6583 0.142857
9001 7951 0.050000
9002 3677 0.019231
9002 3677 0.019231
9002 3677 0.019231
9002 3677 0.019231
9002 3677 0.019231
9002 3677 0.019231
9002 3939 0.058824
9002 4152 0.047619
9002 3939 0.058824
9002 6113 0.029412
9003 654 0.066667
9003 654 0.066667
9003 11756 1.000000
9003 654 0.066667
9003 2019 0.033333
9003 2019 0.033333
9003 7465 0.047619
9003 2019 0.033333
9003 7465 0.047619
9003 2019 0.033333
9003 7465 0.047619
9003 14659 0.250000
9004 4962 0.125000
9004 1174 0.052632
9004 1174 0.052632
9005 9006 1.000000
9005 9007 0.500000
9005 9008 0.250000
9005 9008 0.250000
9006 9007 0.500000
9006 9008 0.250000
9007 9008 0.250000
9009 1773 0.071429
9009 1773 0.071429
9010 4280 0.020408
9010 5069 0.052632
9011 9012 0.250000
9011 4824 0.012821
9011 7956 0.035714
9011 7956 0.035714
9011 7956 0.035714
9011 9012 0.250000
9012 4824 0.012821
9012 2748 0.028571
9013 8863 0.111111
9013 11881 0.166667
9014 9015 1.000000
9016 9017 1.000000
9018 9019 1.000000
9020 9021 1.000000
9021 9892 0.333333
9021 9020 0.500000
9023 2455 0.125000
9024 9025 1.000000
9026 9027 1.000000
9028 9029 0.500000
9028 9029 0.500000
9031 9032 1.000000
9033 9034 0.500000
9035 3102 0.500000
9035 9036 0.500000
9035 9594 0.500000
9035 9595 0.166667
9035 1413 0.076923
9035 5946 0.111111
9035 3707 0.142857
9035 3708 0.090909
9037 920 0.083333
9037 920 0.083333
9039 9040 1.000000
9039 5033 0.250000
9039 8927 0.200000
9039 10356 0.500000
9039 10357 0.200000
9039 10356 0.500000
9039 10357 0.200000
9040 5033 0.250000
9040 8927 0.200000
9041 9042 1.000000
9043 3856 0.250000
9043 10149 0.200000
9043 10149 0.200000
9043 13043 0.250000
9043 8691 0.200000
9043 4085 0.090909
9044 9045 0.500000
9044 9045 0.500000
9046 9047 0.142857
9046 9047 0.142857
9047 9046 0.166667
9047 10871 0.500000
9047 8574 0.250000
9047 10872 0.333333
9048 9049 1.000000
9048 9050 0.200000
9048 8228 0.055556
9049 9050 0.200000
9049 8228 0.055556
9050 8228 0.055556
9050 8228 0.055556
9050 8228 0.055556
9051 9052 0.200000
9052 9172 1.000000
9052 9436 0.250000
9052 9436 0.250000
9053 9054 1.000000
9055 9056 1.000000
9055 9057 0.500000
9055 9058 0.333333
9056 9057 0.500000
9056 9058 0.333333
9057 9058 0.333333
9059 9060 1.000000
9061 9062 1.000000
9061 8841 0.500000
9061 9541 0.142857
9061 8841 0.500000
9061 9541 0.142857
9063 9064 1.000000
9065 8604 0.500000
9069 9070 1.000000
9071 526 0.250000
9071 562 0.011364
9071 1868 0.033333
9071 526 0.250000
9071 562 0.011364
9071 1868 0.033333
9071 1867 1.000000
9071 1868 0.033333
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 1880 0.050000
9073 1881 0.025000
9073 4913 0.076923
9073 2602 0.142857
9073 1880 0.050000
9073 1881 0.025000
9074 941 0.111111
9075 295 0.090909
9076 3682 0.028571
9076 3614 0.090909
9076 3682 0.028571
9077 2591 0.250000
9079 234 0.030303
9081 7790 0.333333
9081 3658 0.142857
9081 11990 0.333333
9081 11875 0.250000
9081 972 0.076923
9081 12456 0.250000
9082 6205 0.333333
9082 4658 0.142857
9083 457 0.015385
9083 9084 0.166667
9086 6686 0.500000
9087 9088 1.000000
9089 9090 0.333333
9089 9091 0.111111
9089 9091 0.111111
9089 9090 0.333333
9089 9091 0.111111
9090 9091 0.111111
9090 9089 0.333333
9090 9091 0.111111
9090 9091 0.111111
9090 9089 0.333333
9090 9091 0.111111
9091 9366 0.500000
9091 9367 0.200000
9091 9090 0.333333
9091 9089 0.333333
9091 9367 0.200000
9092 316 0.034483
9093 6206 0.250000
9093 6206 0.250000
9093 2283 0.025000
9093 2283 0.025000
9095 9096 1.000000
9097 9098 0.166667
9097 8 0.012821
9097 9098 0.166667
9097 8 0.012821
9097 9098 0.166667
9097 8 0.012821
9097 751 0.047619
9097 10655 0.333333
9097 9098 0.166667
9097 8 0.012821
9097 9 0.010000
9097 3315 0.055556
9097 8 0.012821
9098 8 0.012821
9098 8 0.012821
9098 8 0.012821
9098 751 0.047619
9098 8 0.012821
9098 9 0.010000
9098 8 0.012821
9099 4693 0.142857
9099 6576 0.142857
9099 4694 0.200000
9099 4693 0.142857
9099 4694 0.200000
9099 6576 0.142857
9100 435 0.055556
9101 3215 0.333333
9101 3215 0.333333
9101 3215 0.333333
9101 3 0.052632
9104 128 0.020408
9104 5000 0.041667
9104 885 0.016393
9104 10406 0.090909
9104 10407 0.250000
9104 3683 0.017857
9104 4585 0.041667
9104 4585 0.041667
9104 10406 0.090909
9105 5233 0.142857
9105 6875 0.166667
9105 6352 0.055556
9105 5233 0.142857
9105 6875 0.166667
9105 6352 0.055556
9106 1286 0.045455
9108 7663 0.142857
9109 9110 1.000000
9111 9112 0.333333
9111 9112 0.333333
9111 9112 0.333333
9113 9114 1.000000
9115 9116 0.250000
9115 9117 0.166667
9115 9116 0.250000
9115 9117 0.166667
9116 9117 0.166667
9116 9117 0.166667
9119 9767 0.100000
9120 9121 1.000000
9120 9122 0.250000
9120 5155 0.333333
9120 5156 0.200000
9121 9122 0.250000
9121 5155 0.333333
9121 5156 0.200000
9122 5155 0.333333
9122 5156 0.200000
9122 15176 0.333333
9122 15177 0.250000
9122 15178 0.200000
9123 5022 1.000000
9123 7832 0.333333
9123 7833 0.142857
9124 9125 0.500000
9124 9125 0.500000
9126 9127 0.500000
9126 9127 0.500000
9126 12278 1.000000
9128 7613 0.076923
9128 12860 1.000000
9128 12861 0.500000
9128 7613 0.076923
9129 9130 1.000000
9129 13137 0.500000
9129 13137 0.500000
9129 14602 1.000000
9130 10460 1.000000
9131 9132 0.500000
9131 9133 0.250000
9132 9133 0.250000
9132 11445 1.000000
9132 11549 0.500000
9132 11908 1.000000
9134 9135 1.000000
9134 9136 0.500000
9134 9137 0.333333
9135 9136 0.500000
9135 9137 0.333333
9136 9137 0.333333
9138 9139 0.500000
9140 687 0.200000
9140 2682 0.047619
9140 10856 1.000000
9140 10857 0.500000
9140 10858 0.333333
9141 9142 1.000000
9141 7539 0.500000
9141 9143 0.333333
9141 9144 0.250000
9142 7539 0.500000
9142 9143 0.333333
9142 9144 0.250000
9143 9144 0.250000
9145 3474 0.200000
9145 5166 0.250000
9145 3474 0.200000
9148 6182 0.100000
9148 2150 0.250000
9148 9149 0.125000
9148 13624 1.000000
9148 2780 0.333333
9148 2780 0.333333
9149 8931 0.062500
9149 7860 0.062500
9149 14374 0.500000
9149 14374 0.500000
9150 6638 0.100000
9150 10964 1.000000
9150 6638 0.100000
9151 9152 0.333333
9151 4515 0.125000
9151 9152 0.333333
9151 4515 0.125000
9151 9152 0.333333
9151 4515 0.125000
9152 4515 0.125000
9152 4515 0.125000
9152 4515 0.125000
9153 9154 1.000000
9153 9155 0.500000
9153 8218 0.250000
9154 9155 0.500000
9154 8218 0.250000
9155 8218 0.250000
9156 9157 0.250000
9156 9299 0.500000
9157 6842 0.333333
9157 9787 0.333333
9157 9788 0.200000
9157 9787 0.333333
9157 9788 0.200000
9157 12047 0.250000
9158 9159 1.000000
9160 9161 1.000000
9162 9163 1.000000
9163 10722 1.000000
9164 9165 1.000000
9166 9167 1.000000
9168 9169 1.000000
9170 9171 1.000000
9172 9052 0.200000
9172 9436 0.250000
9172 9052 0.200000
9172 9436 0.250000
9172 9052 0.200000
9173 9174 1.000000
9175 9176 1.000000
9177 9178 1.000000
9177 9179 0.500000
9178 9179 0.500000
9180 9181 0.500000
9180 9182 0.250000
9180 9318 0.333333
9180 9181 0.500000
9180 10167 0.250000
9180 10168 0.333333
9180 9318 0.333333
9180 9182 0.250000
9180 12424 0.333333
9180 14740 1.000000
9180 10167 0.250000
9181 9182 0.250000
9181 10167 0.250000
9181 10168 0.333333
9182 12424 0.333333
9183 9184 1.000000
9186 1377 0.038462
9186 154 0.010526
9186 1377 0.038462
9186 154 0.010526
9187 3957 0.250000
9187 3957 0.250000
9187 2648 0.166667
9187 3957 0.250000
9187 3957 0.250000
9188 9189 1.000000
9188 7226 0.052632
9189 7226 0.052632
9190 9191 0.250000
9190 9191 0.250000
9190 9191 0.250000
9190 11119 0.166667
9190 9191 0.250000
9192 7101 0.058824
